-2.2814636367239689296316e-02, 11
-1.1685767723206926319013e-02, 12
4.3714793486800693558814e-03, 13
1.3706789423014792070332e-03, 14
-5.6074579582073805650994e-04, 15
-6.3212564585526066708761e-05, 16
3.0228272656184569151415e-05, 17
forward 4
number of lines to read: 21
-3.9756174130390960208548e-02, -4
5.4540491640249721960743e-01, -3
3.9236489044209943433117e-01, -2
-1.6875002522609058530634e+01, -1
6.4320848646817523786012e+01, 0
-1.3184731201516802912010e+02, 1
1.8133130018857127652154e+02, 2
-1.7825485499081824514178e+02, 3
1.2799153024022064073506e+02, 4
-6.7305229824368254298861e+01, 5
2.4923688737562791573055e+01, 6
-5.7907141781444186889871e+00, 7
5.7627873384390704281088e-01, 8
2.4230121248528902616615e-02, 9
1.4636619173562331192029e-02, 10
-6.2769837938976141833436e-03, 11
-2.3296408267890690753366e-03, 12
7.9704162757170419952718e-04, 13
1.2831316665742103426233e-04, 14
-4.7573331652897493995995e-05, 15
-1.9593730340121017542464e-08, 16
forward 5
number of lines to read: 21
1.3985517280960016797686e-02, -5
-2.5593943163627191905718e-01, -4
2.1116221492903561873788e+00, -3
-6.7453182363589716530328e+00, -2
7.2507256347468143076185e+00, -1
1.2687818872778956702518e+01, 0
-5.3542804342109292292662e+01, 1
8.5807022664941470679878e+01, 2
-8.4887358768150150467591e+01, 3
5.8354791159162310520969e+01, 4
-2.8811105990053125225359e+01, 5
9.9703766356362724110340e+00, 6
-2.1664278355460639957641e+00, 7
2.0238668654312799710659e-01, 8
7.9654513671550842418556e-03, 9
4.5279197937134378973423e-03, 10
-1.8762331206191526240118e-03, 11
-6.3043051858183499214228e-04, 12
2.1221443341411922161449e-04, 13
2.9897419035884291335604e-05, 14
-1.1044669777626897825130e-05, 15
forward 6
number of lines to read: 21
-5.3723183811333853274195e-03, -6
1.0207824164758591556357e-01, -5
-9.3264266472099710547639e-01, -4
5.3434088361817213552740e+00, -3
-1.7482023672644672274146e+01, -2
3.2854519051798369844164e+01, -1
-3.4649579348542424384050e+01, 0
1.5435407233997089804234e+01, 1
7.9538705134796892082250e+00, 2
-1.7004586105300390386219e+01, 3
1.2814237530657772268228e+01, 4
-5.9441817192014214654705e+00, 5
1.8309925873959140840697e+00, 6
-3.4476530760767065686423e-01, 7
2.7512084993798310156299e-02, 8
8.7929867985078302011770e-04, 9
4.0955894139138506338665e-04, 10
-1.4793571360567915845378e-04, 11
-2.8381140624285333240017e-05, 12
8.5372630160195656919908e-06, 13
1.9870216855765305656615e-08, 14
forward 7
number of lines to read: 21
1.5677643581028775660730e-03, -7
-3.1473781031988869172356e-02, -6
3.0602639284067872926798e-01, -5
-1.9253847279402216408073e+00, -4
8.7124215225167240816972e+00, -3
-2.5932357469551337914027e+01, -2
4.9076153821849430869406e+01, -1
-5.8915892759039458326242e+01, 0
4.3985833623620465004933e+01, 1
-1.8542189139091313165864e+01, 2
2.2811966335268727412711e+00, 3
1.9786828947118397792337e+00, 4
-1.3826057672383553764917e+00, 5
4.7120838922984037422381e-01, 6
-9.0632939769455744816185e-02, 7
7.1572453955484434048873e-03, 8
2.2645086953201168963705e-04, 9
1.0133279942123684757953e-04, 10
-3.6044482549675642109668e-05, 11
-6.2896827547696658195636e-06, 12
1.8852804597227320553660e-06, 13
forward 8
number of lines to read: 21
-5.2592575624268208655393e-04, -8
1.0861186895276880512440e-02, -7
-1.0884978159380025164449e-01, -6
7.0917274847110667312933e-01, -5
-3.3975596452377132550282e+00, -4
1.2710782284238050010572e+01, -3
-3.4294803968904197688516e+01, -2
6.2833236242943428351282e+01, -1
-7.6922420424256245041761e+01, 0
6.2825557047672418775619e+01, 1
-3.4283114843277033401137e+01, 2
1.2699724817099275142596e+01, 3
-3.3899322076520035373903e+00, 4
7.0519172978530519912965e-01, 5
-1.0728201275147590532111e-01, 6
1.0410706576554875496532e-02, 7
-4.3944476631066530306069e-04, 8
-8.1874334814222132750659e-06, 9
-5.2811092259301326369748e-07, 10
2.3948576532209748570702e-07, 11
-2.0402311235308329768862e-08, 12
forward 9
number of lines to read: 21
8.6509935282261802408886e-05, -9
-2.0573352278777765241025e-03, -8
2.3635290478980490458394e-02, -7
-1.7553393143676390697472e-01, -6
9.5316056524423287132919e-01, -5
-4.0614957474937476433752e+00, -4
1.4101854868474816839807e+01, -3
-3.6585997484887741393322e+01, -2
6.5834307290995113248755e+01, -1
-8.0061963181084109919539e+01, 0
6.5442015900649678883383e+01, 1
-3.6001640684760936039766e+01, 2
1.3569174230859127661120e+01, 3
-3.7133699034410421191410e+00, 4
7.8434356289559870045736e-01, 5
-1.1519766912654902379920e-01, 6
8.3571495384181966603609e-03, 7
4.3171831155410081209620e-04, 8
-1.0652511427503106190146e-04, 9
-6.4193344114450261240806e-06, 10
1.8045793398346780859559e-06, 11
central 0
number of lines to read: 21
1.4610749257807238485189e-05, -10
-1.6372760737216548749401e-04, -9
-7.7059739306850177356298e-05, -8
1.4122892895692896325643e-02, -7
-1.4511241956189968593804e-01, -6
8.8759150427701438701433e-01, -5
-3.9763025960825628679629e+00, -4
1.4087179326398578282920e+01, -3
-3.6811684232458368626340e+01, -2
6.6462112055377858155225e+01, -1
-8.1103962361506660272426e+01, 0
6.6699099525042129243957e+01, 1
-3.7167165425786720334145e+01, 2
1.4415315834044113429968e+01, 3
-4.1950602775067951100141e+00, 4
9.9697034761999425711565e-01, 5
-1.8612948638721263372453e-01, 6
2.5382479965228098295338e-02, 7
-2.2217430029968067775603e-03, 8
9.0248043291529914155039e-05, 9
5.0099084684149376188521e-07, 10
backward 9
number of lines to read: 21
-2.3742886138673732376829e-07, -11
1.7944587632273718830330e-05, -10
-1.8145806169580957676289e-04, -9
-5.7830012664340727098714e-05, -8
1.4429101493135178257976e-02, -7
-1.4740031067315714774502e-01, -6
8.9678118636460102397479e-01, -5
-4.0021073281274750499392e+00, -4
1.4142149151539967988356e+01, -3
-3.6903978311718269367248e+01, -2
6.6586801460545729014484e+01, -1
-8.1241053506343618551000e+01, 0
6.6822399005216027489951e+01, 1
-3.7257911552096075524787e+01, 2
1.4469741676277541486684e+01, 3
-4.2214226366750899899216e+00, 4
1.0071290512890513912936e+00, 5
-1.8917153934964781036854e-01, 6
2.6064748861594121132068e-02, 7
-2.3295438892923874506236e-03, 8
1.0094417891285987023443e-04, 9
backward 8
number of lines to read: 21
-2.0599559977247342958662e-08, -12
1.0603130133433464933538e-07, -11
9.4059940511780439350789e-07, -10
-1.1578643624176358447892e-05, -9
-4.7623376662830007276239e-04, -8
1.0782394885005163603919e-02, -7
-1.0907143299139818171106e-01, -6
7.1094152344690653144710e-01, -5
-3.4035354413952898511297e+00, -4
1.2724517653773466108191e+01, -3
-3.4318777866016361599577e+01, -2
6.2866562088824991860747e+01, -1
-7.6960335306124605381228e+01, 0
6.2861443636866887629822e+01, 1
-3.4311579037592679242152e+01, 2
1.2718648449232802022379e+01, 3
-3.4004070994776522951497e+00, 4
7.0994094378239391840424e-01, 5
-1.0899528510079517507059e-01, 6
1.0878458292326526404836e-02, 7
-5.2689289882634554249008e-04, 8
backward 7
number of lines to read: 21
1.3845533948995383723840e-06, -13
-4.5960854674518961384354e-06, -12
-7.1334148162679585840167e-06, -11
-1.3783925193293377654824e-04, -10
6.5390583280664328971743e-04, -9
1.0452822865322548492872e-02, -8
-1.1747702008803735662656e-01, -7
5.7600014136170474277066e-01, -6
-1.6585113975808261077560e+00, -5
2.5174746198967823396231e+00, -4
1.4674641665524130740295e+00, -3
-1.7571679879777448718414e+01, -2
4.3066672448231884118286e+01, -1
-5.8221940541853392403482e+01, 0
4.8655398538291933618893e+01, 1
-2.5730079472153509101418e+01, 2
8.6381501434034753117430e+00, 3
-1.9051096573103181164299e+00, 4
3.0214703328578135232974e-01, 5
-3.1009212982118186663349e-02, 6
1.5415465511014428846154e-03, 7
backward 6
number of lines to read: 21
3.4785901611400335226999e-08, -14
6.1022712189894280724592e-06, -13
-2.0365415140452602043132e-05, -12
-3.1229446284742704031435e-05, -11
-5.1395899073013260466292e-04, -10
2.4499134905479800182471e-03, -9
3.8622148999020035342600e-02, -8
-4.2958043441038695764433e-01, -7
2.1385815693062397713220e+00, -6
-6.6916194643887543236360e+00, -5
1.4151881272090253816032e+01, -4
-1.8841549213139138885253e+01, -3
9.9305188644801276609542e+00, -2
1.3772277487165302645167e+01, -1
-3.3557258692519212672778e+01, 0
3.2281980065518098399480e+01, 1
-1.7247036134974173648970e+01, 2
5.2749467477974141260688e+00, 3
-9.1869223892231588468604e-01, 4
1.0030379162722850849843e-01, 5
-5.2662653432492762331507e-03, 6
backward 5
number of lines to read: 21
-1.1805548611379621670595e-05, -15
4.9448566618086148510922e-05, -14
7.5230890714687455290109e-05, -13
-3.7155957208615637225174e-04, -12
-5.8794339644899489428359e-04, -11
-3.4814069949277550233835e-03, -10
1.8779115302088866812369e-02, -9
2.5664095315985480105780e-01, -8
-2.5044711607902523375913e+00, -7
1.0970030697492799021120e+01, -6
-3.0808041995938456381054e+01, -5
6.1308618640636211694073e+01, -4
-8.8238039609910515537194e+01, -3
8.8728736076339160376847e+01, -2
-5.6033106377205911030615e+01, -1
1.4745794239121863711262e+01, 0
6.3762414276556347303426e+00, 1
-6.6714684102009993438287e+00, 2
2.0943046382813905736953e+00, 3
-2.5352275445982291879332e-01, 4
1.3832556572255415988648e-02, 5
backward 4
number of lines to read: 21
-1.9423206758396224193752e-08, -16
-5.3298281079332854065674e-05, -15
2.2238375507943594958614e-04, -14
2.5173056892042512417557e-04, -13
-1.3849551909154032749288e-03, -12
-2.1982716446024494483247e-03, -11
-9.8575736809933273835371e-03, -10
5.6307480376912355524155e-02, -9
7.3054900898769459249849e-01, -8
-6.7353614954978997531043e+00, -7
2.7682984012829056297278e+01, -6
-7.2789506219099067152456e+01, -5
1.3611917949853537379568e+02, -4
-1.8750319053267310209776e+02, -3
1.8906173453815375751219e+02, -2
-1.3389445972272065432662e+02, -1
6.0969966491017416387876e+01, 0
-1.4299004946559366047154e+01, 1
8.5287750813948903783057e-02, 2
5.6933955821516091244661e-01, 3
-4.0805418482503109933734e-02, 4
backward 3
number of lines to read: 21
7.2438207992820124190084e-05, -17
-1.5147520057257743615088e-04, -16
-1.5717096088689217706774e-03, -15
5.8570139716700980042630e-03, -14
-4.4427458443822658278738e-04, -13
-1.2768903885214618471045e-02, -12
-2.0510888147580737250752e-02, -11
-3.4381416472289323682521e-02, -10
2.7439491284672279380885e-01, -9
3.1805455456654021517693e+00, -8
-2.5547401330832904875479e+01, -7
9.0922269706993603222145e+01, -6
-2.0708945689687493540987e+02, -5
3.3707158230971748480442e+02, -4
-4.0941384547876441502012e+02, -3
3.7345453776124662681468e+02, -2
-2.4950748194795582435290e+02, -1
1.1504791247514287988452e+02, 0
-3.2645349549894156382379e+01, 1
4.3596021283476682484093e+00, 2
-4.3410419918816368911596e-02, 3
backward 2
number of lines to read: 21
4.2241831458861869809038e-04, -18
-2.7125187116363164152588e-03, -17
3.6799173719938350381187e-03, -16
1.2142431743629007734331e-02, -15
-3.9335897412149656293678e-02, -14
1.9832635477239443644315e-02, -13
2.3684187527287070551552e-02, -12
4.0066486266577203134709e-02, -11
-3.0128610682306846552114e-02, -10
-1.1575095158559657593234e-01, -9
-7.9561070997035521212837e-01, -8
6.5532361946993089585334e-01, -7
1.6205160224444675520772e+01, -6
-7.3681716045946146209644e+01, -5
1.7087058979130694069681e+02, -4
-2.5852897353951181003140e+02, -3
2.7217576362874137885228e+02, -2
-1.9948932171585613559728e+02, -1
9.7308061986482883298777e+01, 0
-2.8356284027996192520504e+01, 1
3.7251066905251852823255e+00, 2
backward 1
number of lines to read: 21
3.4452115221913961334854e-06, -19
5.4206885213820749092051e-02, -18
-3.4309782128132404466214e-01, -17
4.6181483965323011364745e-01, -16
1.4919582063674434735390e+00, -15
-4.8190869350366618562020e+00, -14
2.3712731518995280310946e+00, -13
3.0683641062258475429303e+00, -12
5.1734059570427612939625e+00, -11
-1.4119918657610228684973e+00, -10
-2.5699229812560730579207e+01, -9
-2.4979339812784556329461e+02, -8
1.5079599851068524003495e+03, -7
-3.8755634325774881290272e+03, -6
6.1273167506296758801909e+03, -5
-6.6074987899319085045136e+03, -4
5.0269940699990138455178e+03, -3
-2.6890843214027504473052e+03, -2
9.7198812165095137061144e+02, -1
-2.1463472170372750724709e+02, 0
2.1968116200252513436908e+01, 1
backward 0
number of lines to read: 21
2.1069482845346604316106e-01, -20
-8.3261418936541620183789e-01, -19
-2.0437622121513738804310e+00, -18
1.5486650765053182610131e+01, -17
-1.8848845892286696823703e+01, -16
-3.9249643422127377334618e+01, -15
1.1625504485378827723707e+02, -14
-6.4680356872439347171166e+01, -13
-3.3283147020533306204015e+01, -12
-6.0878386329194349002591e+01, -11
4.9086048616709419434301e+01, -10
1.6402966298314638038391e+02, -9
1.4664089201150300141308e+03, -8
-7.3961090165857895044610e+03, -7
1.5472378187292506481754e+04, -6
-1.9392191739967915054876e+04, -5
1.6037592344113134458894e+04, -4
-8.9336054188928064831998e+03, -3
3.2591942078280922032718e+03, -2
-7.0910701647449923257227e+02, -1
7.0188186463191954089780e+01, 0
